id,name,selling_price,year,seller_type,owner,km_driven,ex_showroom_price,age,km_class,km_per_year,km_per_month,company
744,Honda Shine,30000.0,2014,Individual,1st owner,40000,,11,8,3636.364,303.03,Honda
745,Honda CB Unicorn Dazzler,50000.0,2010,Individual,1st owner,75000,71757.0,15,15,5000.0,416.667,Honda
746,Honda Livo,45000.0,2018,Individual,1st owner,10000,,7,2,1428.571,119.048,Honda
747,Honda Aviator,28000.0,2009,Individual,1st owner,29625,59183.0,16,6,1851.562,154.297,Honda
748,Honda Activa [2000-2015],6000.0,2006,Individual,2nd owner,35000,50267.0,19,7,1842.105,153.509,Honda
749,Hero Hunk,35000.0,2016,Individual,1st owner,32000,78513.0,9,7,3555.556,296.296,Hero
750,Honda Activa 125,30000.0,2014,Individual,1st owner,20000,,11,4,1818.182,151.515,Honda
751,Bajaj Discover 110,15000.0,2007,Individual,1st owner,70000,52710.0,18,14,3888.889,324.074,Bajaj
752,Hero Xtreme [2013-2014],45000.0,2013,Individual,1st owner,57000,75936.0,12,12,4750.0,395.833,Hero
753,TVS Victor GLX,18000.0,2005,Individual,1st owner,11000,,20,3,550.0,45.833,TVS
754,Bajaj Pulsar NS200,85000.0,2018,Individual,1st owner,17500,,7,4,2500.0,208.333,Bajaj
755,Honda Aviator,30000.0,2014,Individual,1st owner,7000,59183.0,11,2,636.364,53.03,Honda
756,Bajaj Platina 100,40000.0,2018,Individual,1st owner,17500,,7,4,2500.0,208.333,Bajaj
757,TVS Sport,34000.0,2018,Individual,1st owner,25000,,7,5,3571.429,297.619,TVS
758,Hero Honda Passion Plus,8000.0,2003,Individual,1st owner,53500,,22,11,2431.818,202.652,Hero Honda
759,Bajaj V15,70000.0,2018,Individual,1st owner,15000,67187.0,7,3,2142.857,178.571,Bajaj
760,Honda Dio,50000.0,2016,Individual,1st owner,8000,,9,2,888.889,74.074,Honda
761,Honda Dream Yuga,35000.0,2015,Individual,1st owner,39448,56147.0,10,8,3944.8,328.733,Honda
762,Hero Honda Splendor Plus,20000.0,2006,Individual,1st owner,75000,,19,15,3947.368,328.947,Hero Honda
763,Bajaj Pulsar 150,50000.0,2012,Individual,1st owner,28000,,13,6,2153.846,179.487,Bajaj
764,Bajaj Discover 135,37000.0,2008,Individual,1st owner,62000,,17,13,3647.059,303.922,Bajaj
765,Honda Livo,69000.0,2018,Individual,1st owner,12000,,7,3,1714.286,142.857,Honda
766,Hero Honda Splendor NXG,28000.0,2012,Individual,1st owner,49999,,13,10,3846.077,320.506,Hero Honda
767,Bajaj Discover 125,25000.0,2011,Individual,1st owner,70000,57549.0,14,14,5000.0,416.667,Bajaj
768,Yamaha FZ V 2.0,60000.0,2018,Individual,1st owner,25000,81508.0,7,5,3571.429,297.619,Yamaha
769,Yamaha SZ-S,50000.0,2014,Individual,1st owner,20000,72532.0,11,4,1818.182,151.515,Yamaha
770,Royal Enfield Thunderbird 350,135000.0,2016,Individual,1st owner,4500,,9,1,500.0,41.667,Royal Enfield
771,Bajaj Discover 125 M,30000.0,2014,Individual,1st owner,45000,49146.0,11,9,4090.909,340.909,Bajaj
772,Yamaha FZ S [2012-2016],60000.0,2014,Individual,1st owner,68000,79432.0,11,14,6181.818,515.152,Yamaha
773,Honda Activa [2000-2015],23000.0,2009,Individual,1st owner,95000,50267.0,16,19,5937.5,494.792,Honda
774,Bajaj Xcd,20000.0,2009,Individual,1st owner,16000,,16,4,1000.0,83.333,Bajaj
775,Bajaj Avenger Street 160,80000.0,2019,Individual,1st owner,5000,,6,1,833.333,69.444,Bajaj
776,Royal Enfield Electra 5 S,99000.0,2006,Individual,2nd owner,36000,,19,8,1894.737,157.895,Royal Enfield
777,TVS Apache RTR 200 4V,90000.0,2018,Individual,1st owner,70000,,7,14,10000.0,833.333,TVS
778,Hero Honda Splendor Plus,20000.0,2005,Individual,1st owner,27370,,20,6,1368.5,114.042,Hero Honda
779,Hero Glamour 125,50000.0,2017,Individual,1st owner,8600,61600.0,8,2,1075.0,89.583,Hero
780,TVS Victor GLX,27000.0,2002,Individual,1st owner,49000,,23,10,2130.435,177.536,TVS
781,Honda Grazia,60000.0,2018,Individual,1st owner,16000,,7,4,2285.714,190.476,Honda
782,Bajaj Pulsar 150 [2001-2011],12000.0,2007,Individual,2nd owner,100000,,18,20,5555.556,462.963,Bajaj
783,Hero Xtreme 2014,50000.0,2014,Individual,1st owner,10000,72973.0,11,2,909.091,75.758,Hero
784,Hero Pleasure,20000.0,2012,Individual,2nd owner,30000,49600.0,13,6,2307.692,192.308,Hero
785,Hero Passion XPro,45000.0,2018,Individual,1st owner,7000,58900.0,7,2,1000.0,83.333,Hero
786,Hero Super Splendor,40000.0,2013,Individual,1st owner,68000,,12,14,5666.667,472.222,Hero
787,Yamaha FZ S [2012-2016],45000.0,2016,Individual,2nd owner,20000,79432.0,9,4,2222.222,185.185,Yamaha
788,Honda Activa [2000-2015],25000.0,2015,Individual,1st owner,25000,50267.0,10,5,2500.0,208.333,Honda
789,Hero Glamour FI,75000.0,2019,Individual,1st owner,8900,71150.0,6,2,1483.333,123.611,Hero
790,Hero Honda Passion Plus,25000.0,2007,Individual,1st owner,70000,,18,14,3888.889,324.074,Hero Honda
791,Hero Splendor Plus,25000.0,2006,Individual,2nd owner,40000,,19,8,2105.263,175.439,Hero
792,Hero Xpulse 200,100000.0,2019,Individual,1st owner,8500,107500.0,6,2,1416.667,118.056,Hero
793,Honda CB Unicorn 150,30000.0,2012,Individual,1st owner,32000,74295.0,13,7,2461.538,205.128,Honda
794,Bajaj Discover 135,25000.0,2010,Individual,1st owner,55000,,15,11,3666.667,305.556,Bajaj
795,Hero Honda Splendor,10000.0,2006,Individual,1st owner,75000,,19,15,3947.368,328.947,Hero Honda
796,Hero Honda CD Deluxe,25000.0,2008,Individual,3rd owner,65000,,17,13,3823.529,318.627,Hero Honda
797,Royal Enfield Electra Twinspark,120000.0,2016,Individual,1st owner,345000,,9,69,38333.333,3194.444,Royal Enfield
798,Honda Dream Neo,42000.0,2014,Individual,1st owner,21000,53415.0,11,5,1909.091,159.091,Honda
799,Hero Maestro,30000.0,2013,Individual,1st owner,60000,49412.0,12,12,5000.0,416.667,Hero
800,Honda CBR150 R,77000.0,2014,Individual,1st owner,38000,132513.0,11,8,3454.545,287.879,Honda
801,Honda CB Unicorn Dazzler,25000.0,2011,Individual,1st owner,40000,71757.0,14,8,2857.143,238.095,Honda
802,TVS Apache [2006],15000.0,2006,Individual,1st owner,40000,,19,8,2105.263,175.439,TVS
803,Hero Passion XPro,25000.0,2013,Individual,1st owner,25000,59640.0,12,5,2083.333,173.611,Hero
804,Honda Activa 5G,50000.0,2018,Individual,1st owner,25000,57957.0,7,5,3571.429,297.619,Honda
805,Honda Activa i,30000.0,2014,Individual,1st owner,25000,53900.0,11,5,2272.727,189.394,Honda
806,TVS Apache RTR 200 4V,125000.0,2019,Individual,1st owner,3000,,6,1,500.0,41.667,TVS
807,Hero Honda CBZ extreme,35000.0,2011,Individual,1st owner,28000,,14,6,2000.0,166.667,Hero Honda
808,Suzuki Gixxer [2014-2018],45000.0,2015,Individual,1st owner,40000,78316.0,10,8,4000.0,333.333,Suzuki
809,Hero Xpulse 200,98000.0,2019,Individual,1st owner,8500,107500.0,6,2,1416.667,118.056,Hero
810,Bajaj Pulsar 150,75000.0,2017,Individual,1st owner,30000,,8,6,3750.0,312.5,Bajaj
811,Bajaj Pulsar AS150,55000.0,2017,Individual,2nd owner,20000,80821.0,8,4,2500.0,208.333,Bajaj
812,Bajaj Platina 100,25000.0,2013,Individual,1st owner,30000,,12,6,2500.0,208.333,Bajaj
813,Honda CB Twister,70000.0,2014,Individual,1st owner,12566,49150.0,11,3,1142.364,95.197,Honda
814,Suzuki SlingShot,24000.0,2011,Individual,1st owner,17000,,14,4,1214.286,101.191,Suzuki
815,TVS Apache RTR 160,70000.0,2018,Individual,1st owner,17000,,7,4,2428.571,202.381,TVS
816,Bajaj V12,45000.0,2017,Individual,1st owner,35000,58906.0,8,7,4375.0,364.583,Bajaj
817,Hero Karizma 2014,25000.0,2015,Individual,1st owner,40000,86744.0,10,8,4000.0,333.333,Hero
818,Yamaha YZF R15 V3,170000.0,2019,Individual,1st owner,1400,146400.0,6,1,233.333,19.444,Yamaha
819,Yamaha Fascino 110,38000.0,2016,Individual,1st owner,37000,54500.0,9,8,4111.111,342.593,Yamaha
820,Honda CB Unicorn 160,45000.0,2015,Individual,1st owner,15000,77545.0,10,3,1500.0,125.0,Honda
821,Yamaha Gladiator,15000.0,2009,Individual,1st owner,46000,,16,10,2875.0,239.583,Yamaha
822,Hero Honda Glamour,45000.0,2012,Individual,1st owner,75000,,13,15,5769.231,480.769,Hero Honda
823,Bajaj Discover 100,22000.0,2014,Individual,1st owner,14289,42859.0,11,3,1299.0,108.25,Bajaj
824,Mahindra Gusto,30000.0,2015,Individual,2nd owner,20000,51185.0,10,4,2000.0,166.667,Mahindra
825,Royal Enfield Thunderbird 350,100000.0,2012,Individual,1st owner,28000,,13,6,2153.846,179.487,Royal Enfield
826,Royal Enfield Classic 350,100000.0,2014,Individual,1st owner,19000,,11,4,1727.273,143.939,Royal Enfield
827,Bajaj Pulsar 150,60000.0,2017,Individual,1st owner,28450,,8,6,3556.25,296.354,Bajaj
828,Royal Enfield Electra Twinspark,100000.0,2014,Individual,1st owner,31500,,11,7,2863.636,238.636,Royal Enfield
829,Bajaj Pulsar 150,40000.0,2016,Individual,1st owner,28000,,9,6,3111.111,259.259,Bajaj
830,Bajaj Pulsar 150,21000.0,2007,Individual,1st owner,100000,,18,20,5555.556,462.963,Bajaj
831,Hero HF Deluxe,40000.0,2018,Individual,1st owner,16000,,7,4,2285.714,190.476,Hero
832,Honda Activa [2000-2015],25000.0,2007,Individual,1st owner,17860,50267.0,18,4,992.222,82.685,Honda
833,Yamaha FZ S [2012-2016],45000.0,2015,Individual,1st owner,24000,79432.0,10,5,2400.0,200.0,Yamaha
834,Bajaj Avenger Cruise 220,75000.0,2016,Individual,1st owner,10950,,9,3,1216.667,101.389,Bajaj
835,Honda Dio,45000.0,2017,Individual,1st owner,35850,,8,8,4481.25,373.438,Honda
836,Honda Activa i [2016-2017],35000.0,2016,Individual,1st owner,29000,53436.0,9,6,3222.222,268.519,Honda
837,Royal Enfield Bullet 350 [2007-2011],60000.0,2001,Individual,2nd owner,4000,,24,1,166.667,13.889,Royal Enfield
838,Yamaha FZ V 2.0,60000.0,2016,Individual,1st owner,45420,81508.0,9,10,5046.667,420.556,Yamaha
839,Royal Enfield Classic 350,130000.0,2018,Individual,2nd owner,35000,,7,7,5000.0,416.667,Royal Enfield
840,Honda CB Shine SP,42000.0,2017,Individual,1st owner,19800,64750.0,8,4,2475.0,206.25,Honda
841,Bajaj V15,76000.0,2018,Individual,1st owner,23000,65626.0,7,5,3285.714,273.81,Bajaj
842,Hero CBZ,40000.0,2014,Individual,1st owner,35000,,11,7,3181.818,265.151,Hero
843,Hero Splendor Plus,65000.0,2018,Individual,1st owner,7500,,7,2,1071.429,89.286,Hero
844,Bajaj Discover 100 T,20000.0,2013,Individual,1st owner,20000,47032.0,12,4,1666.667,138.889,Bajaj
845,Honda CB Hornet 160R,75000.0,2016,Individual,1st owner,72000,92661.0,9,15,8000.0,666.667,Honda
846,Honda CB Hornet 160R,70000.0,2018,Individual,1st owner,7000,92661.0,7,2,1000.0,83.333,Honda
847,TVS Apache RTR 160 4V,105000.0,2019,Individual,1st owner,6000,,6,2,1000.0,83.333,TVS
848,Honda CB Shine SP,50000.0,2017,Individual,1st owner,34300,62317.0,8,7,4287.5,357.292,Honda
849,Royal Enfield Classic 350,120000.0,2017,Individual,1st owner,7199,,8,2,899.875,74.99,Royal Enfield
850,Bajaj Pulsar 180,25000.0,2011,Individual,1st owner,43000,85011.0,14,9,3071.429,255.952,Bajaj
851,TVS XL 100,30000.0,2017,Individual,1st owner,8000,30490.0,8,2,1000.0,83.333,TVS
852,Hero Super Splendor,50000.0,2017,Individual,1st owner,9999,,8,2,1249.875,104.156,Hero
853,Hero Honda CBZ extreme,25000.0,2007,Individual,1st owner,80000,,18,16,4444.444,370.37,Hero Honda
854,Bajaj Pulsar 180,50000.0,2014,Individual,1st owner,30000,85011.0,11,6,2727.273,227.273,Bajaj
855,Bajaj Discover 150,35000.0,2015,Individual,1st owner,12000,54299.0,10,3,1200.0,100.0,Bajaj
856,Bajaj Pulsar 180,30000.0,2009,Individual,1st owner,17500,85011.0,16,4,1093.75,91.146,Bajaj
857,Honda Shine,37000.0,2016,Individual,1st owner,45000,,9,9,5000.0,416.667,Honda
858,Honda CB Unicorn 150,42000.0,2013,Individual,1st owner,38000,74295.0,12,8,3166.667,263.889,Honda
859,Royal Enfield Himalayan,119000.0,2016,Individual,1st owner,19800,,9,4,2200.0,183.333,Royal Enfield
860,Kawasaki Ninja 650 [2018-2019],300000.0,2011,Individual,1st owner,12000,589000.0,14,3,857.143,71.429,Kawasaki
861,Royal Enfield Classic 350,130000.0,1993,Individual,2nd owner,10000,,32,2,312.5,26.042,Royal Enfield
862,Hero Honda Passion Plus,22000.0,2008,Individual,2nd owner,85000,,17,17,5000.0,416.667,Hero Honda
863,Hero Honda Splendor Plus,15000.0,2007,Individual,1st owner,70000,,18,14,3888.889,324.074,Hero Honda
864,Benelli TNT 25,160000.0,2017,Individual,1st owner,2009,170994.0,8,1,251.125,20.927,Benelli
865,Royal Enfield Thunderbird 500X,185000.0,2018,Individual,1st owner,1500,198605.0,7,1,214.286,17.857,Royal Enfield
866,Royal Enfield Continental GT [2013 - 2018],110000.0,2014,Individual,1st owner,12077,208902.0,11,3,1097.909,91.492,Royal Enfield
867,KTM RC 200,150000.0,2017,Individual,1st owner,20000,,8,4,2500.0,208.333,KTM
868,Royal Enfield Bullet 350 [2007-2011],150000.0,1995,Individual,3rd owner,20000,,30,4,666.667,55.556,Royal Enfield
869,Bajaj Pulsar 220F,45000.0,2011,Individual,1st owner,40000,,14,8,2857.143,238.095,Bajaj
870,Bajaj Avenger Street 220,75000.0,2018,Individual,1st owner,12000,95955.0,7,3,1714.286,142.857,Bajaj
871,Honda Activa 125 [2016-2017],50000.0,2017,Individual,1st owner,27000,61545.0,8,6,3375.0,281.25,Honda
872,Honda Shine,30000.0,2013,Individual,1st owner,93000,,12,19,7750.0,645.833,Honda
873,Bajaj Discover 150F,30000.0,2015,Individual,1st owner,12000,64071.0,10,3,1200.0,100.0,Bajaj
874,Bajaj Pulsar 150 [2001-2011],22000.0,2011,Individual,1st owner,36000,,14,8,2571.429,214.286,Bajaj
875,Hero Karizma ZMR,75000.0,2015,Individual,1st owner,11000,108000.0,10,3,1100.0,91.667,Hero
876,Honda Dream Yuga,45000.0,2017,Individual,1st owner,26000,56147.0,8,6,3250.0,270.833,Honda
877,Hero Glamour 125,35000.0,2014,Individual,1st owner,450000,61600.0,11,90,40909.091,3409.091,Hero
878,Honda Activa [2000-2015],35000.0,2012,Individual,1st owner,29000,50267.0,13,6,2230.769,185.897,Honda
879,Bajaj CT 100,25000.0,2017,Individual,1st owner,45000,,8,9,5625.0,468.75,Bajaj
880,Honda CB Hornet 160R,70000.0,2017,Individual,1st owner,13000,92210.0,8,3,1625.0,135.417,Honda
881,Hero CD Dawn,10000.0,2005,Individual,1st owner,48000,,20,10,2400.0,200.0,Hero
882,Royal Enfield Classic Gunmetal Grey,180000.0,2018,Individual,1st owner,5814,148114.0,7,2,830.571,69.214,Royal Enfield
883,Bajaj Discover 100,24000.0,2014,Individual,1st owner,31000,42859.0,11,7,2818.182,234.848,Bajaj
884,Honda Shine,42000.0,2017,Individual,1st owner,25000,,8,5,3125.0,260.417,Honda
885,TVS Max DLX,26000.0,2002,Individual,2nd owner,28000,,23,6,1217.391,101.449,TVS
886,Honda Dio,60000.0,2018,Individual,1st owner,11000,,7,3,1571.429,130.952,Honda
887,Bajaj Pulsar 180,72000.0,2017,Dealer,1st owner,7850,85011.0,8,2,981.25,81.771,Bajaj
888,Royal Enfield Thunderbird 350,120000.0,2015,Individual,1st owner,10000,,10,2,1000.0,83.333,Royal Enfield
889,Royal Enfield Thunderbird 350,59000.0,2005,Individual,2nd owner,40000,,20,8,2000.0,166.667,Royal Enfield
890,Royal Enfield Classic Chrome,185000.0,2015,Individual,2nd owner,5000,189313.0,10,1,500.0,41.667,Royal Enfield
891,Royal Enfield Classic Gunmetal Grey,140000.0,2018,Individual,1st owner,14000,148114.0,7,3,2000.0,166.667,Royal Enfield
892,KTM 390 Duke,205000.0,2018,Individual,1st owner,7500,,7,2,1071.429,89.286,KTM
893,Hero Pleasure [2005-2015],30000.0,2013,Individual,1st owner,25000,46779.0,12,5,2083.333,173.611,Hero
894,TVS Victor,18000.0,2004,Individual,1st owner,46700,54852.0,21,10,2223.81,185.317,TVS
895,Bajaj Pulsar 150,35000.0,2011,Individual,1st owner,12000,,14,3,857.143,71.429,Bajaj
896,KTM RC 200,185000.0,2019,Individual,1st owner,6000,,6,2,1000.0,83.333,KTM
897,Kawasaki Ninja 300,300000.0,2016,Individual,1st owner,9800,360000.0,9,2,1088.889,90.741,Kawasaki
898,Honda Dream Yuga,30000.0,2015,Individual,2nd owner,46070,56147.0,10,10,4607.0,383.917,Honda
899,Bajaj Pulsar 150,35000.0,2009,Individual,1st owner,14500,,16,3,906.25,75.521,Bajaj
900,Bajaj Pulsar 150 [2001-2011],35000.0,2008,Individual,1st owner,70000,,17,14,4117.647,343.137,Bajaj
901,Hero Honda Passion Plus,25000.0,2008,Dealer,2nd owner,100000,,17,20,5882.353,490.196,Hero Honda
902,Yamaha YZF R15 [2011-2018],80000.0,2013,Dealer,1st owner,30000,118997.0,12,6,2500.0,208.333,Yamaha
903,Hero Honda Splendor Plus,20000.0,2004,Individual,2nd owner,127000,,21,26,6047.619,503.968,Hero Honda
904,Hero Karizma ZMR,43000.0,2012,Individual,2nd owner,63000,108000.0,13,13,4846.154,403.846,Hero
905,Hero Honda Splendor Plus,20000.0,2010,Individual,2nd owner,30000,,15,6,2000.0,166.667,Hero Honda
906,Yo Style,20000.0,2011,Individual,1st owner,10000,37675.0,14,2,714.286,59.524,Yo
907,Hero Splendor iSmart,40000.0,2015,Individual,1st owner,10000,52271.0,10,2,1000.0,83.333,Hero
908,Hero Super Splendor,30000.0,2011,Individual,1st owner,89000,,14,18,6357.143,529.762,Hero
909,Bajaj Discover 100,21000.0,2009,Individual,1st owner,50000,42859.0,16,10,3125.0,260.417,Bajaj
910,Yamaha Fazer [2009-2016],35000.0,2011,Individual,1st owner,15500,84751.0,14,4,1107.143,92.262,Yamaha
911,Bajaj Discover 125,23000.0,2011,Individual,1st owner,66000,57549.0,14,14,4714.286,392.857,Bajaj
912,Hero Super Splendor,40000.0,2017,Individual,2nd owner,80000,,8,16,10000.0,833.333,Hero
913,Honda Shine,40000.0,2011,Individual,1st owner,8600,,14,2,614.286,51.19,Honda
914,Bajaj Discover 125 M,45000.0,2014,Individual,1st owner,40000,47186.0,11,8,3636.364,303.03,Bajaj
915,Bajaj Avenger Street 150 [2018],60000.0,2016,Individual,1st owner,25000,80435.0,9,5,2777.778,231.481,Bajaj
916,Yamaha Fazer [2009-2016],40000.0,2013,Individual,1st owner,34500,84751.0,12,7,2875.0,239.583,Yamaha
917,Hero Passion X Pro [2016-2017],42000.0,2016,Individual,1st owner,15500,59095.0,9,4,1722.222,143.518,Hero
918,Honda Activa [2000-2015],18000.0,2011,Individual,1st owner,28000,50267.0,14,6,2000.0,166.667,Honda
919,TVS Star City,15000.0,2006,Individual,1st owner,40000,46575.0,19,8,2105.263,175.439,TVS
920,Hero Honda Hunk,45000.0,2013,Individual,1st owner,40000,,12,8,3333.333,277.778,Hero Honda
921,TVS Star City,25000.0,2016,Individual,1st owner,50000,47108.0,9,10,5555.556,462.963,TVS
922,Bajaj Pulsar 150,70000.0,2017,Individual,1st owner,24000,,8,5,3000.0,250.0,Bajaj
923,Bajaj Discover 100,23000.0,2012,Individual,1st owner,50000,42859.0,13,10,3846.154,320.513,Bajaj
924,TVS Victor,10000.0,2005,Individual,1st owner,55000,54852.0,20,11,2750.0,229.167,TVS
925,Hero Honda Splendor Plus,25000.0,2012,Individual,1st owner,70000,,13,14,5384.615,448.718,Hero Honda
926,Honda Aviator,25000.0,2012,Individual,2nd owner,12000,59183.0,13,3,923.077,76.923,Honda
927,Bajaj Pulsar 180,50000.0,2010,Individual,1st owner,70000,85011.0,15,14,4666.667,388.889,Bajaj
928,Bajaj Avenger [2015],60000.0,2015,Individual,2nd owner,16000,75502.0,10,4,1600.0,133.333,Bajaj
929,Hero CD Dawn,35000.0,2014,Individual,1st owner,38000,,11,8,3454.545,287.879,Hero
930,Hero Maestro,50000.0,2016,Individual,1st owner,100000,49412.0,9,20,11111.111,925.926,Hero
931,Honda CB Shine SP,50000.0,2016,Individual,1st owner,45000,64750.0,9,9,5000.0,416.667,Honda
932,Hero Honda CD Deluxe,25500.0,2012,Individual,1st owner,28990,,13,6,2230.0,185.833,Hero Honda
933,Hero Honda Hunk,35000.0,2010,Individual,1st owner,13000,,15,3,866.667,72.222,Hero Honda
934,Hero Honda CD Deluxe,20000.0,2005,Individual,1st owner,15000,,20,3,750.0,62.5,Hero Honda
935,Honda Activa 3G,40000.0,2016,Individual,1st owner,60000,54605.0,9,12,6666.667,555.556,Honda
936,Bajaj Pulsar 135 LS,45000.0,2017,Individual,1st owner,22000,64589.0,8,5,2750.0,229.167,Bajaj
937,Bajaj Pulsar 150 [2001-2011],30000.0,2008,Individual,1st owner,19500,,17,4,1147.059,95.588,Bajaj
938,Hero Pleasure,30000.0,2013,Individual,1st owner,25000,49600.0,12,5,2083.333,173.611,Hero
939,Hero Honda CBZ extreme,30000.0,2011,Individual,3rd owner,70000,,14,14,5000.0,416.667,Hero Honda
940,Bajaj Pulsar 150,40000.0,2014,Individual,2nd owner,65000,,11,13,5909.091,492.424,Bajaj
941,Honda CB Twister,25000.0,2012,Individual,1st owner,86000,53857.0,13,18,6615.385,551.282,Honda
942,Honda Livo,45000.0,2017,Individual,1st owner,30000,,8,6,3750.0,312.5,Honda
943,Bajaj Pulsar AS200,65000.0,2015,Individual,1st owner,33000,92074.0,10,7,3300.0,275.0,Bajaj
944,Honda Activa 3G,40000.0,2015,Individual,1st owner,36000,54605.0,10,8,3600.0,300.0,Honda
945,Hero Honda Hunk,40000.0,2010,Individual,1st owner,41000,,15,9,2733.333,227.778,Hero Honda
946,Honda CB Hornet 160R,70000.0,2017,Individual,1st owner,28000,83340.0,8,6,3500.0,291.667,Honda
947,Hero HF Deluxe,35000.0,2018,Individual,1st owner,15000,,7,3,2142.857,178.571,Hero
948,Hero Splendor PRO,35000.0,2015,Individual,1st owner,35280,51994.0,10,8,3528.0,294.0,Hero
949,Bajaj Boxer,15000.0,2004,Individual,1st owner,18000,,21,4,857.143,71.429,Bajaj
950,Royal Enfield Electra 5 S,99000.0,2012,Individual,1st owner,28000,,13,6,2153.846,179.487,Royal Enfield
951,Royal Enfield Electra 5 S,90000.0,2012,Individual,1st owner,40000,,13,8,3076.923,256.41,Royal Enfield
952,Hero Honda Hunk,20000.0,2010,Individual,1st owner,17000,,15,4,1133.333,94.444,Hero Honda
953,Hero Ignitor,36000.0,2016,Individual,1st owner,23000,65599.0,9,5,2555.556,212.963,Hero
954,Bajaj Discover 100 M,32000.0,2014,Individual,1st owner,30000,44756.0,11,6,2727.273,227.273,Bajaj
955,Honda Activa 3G,50000.0,2016,Individual,1st owner,6000,54605.0,9,2,666.667,55.556,Honda
956,Bajaj Pulsar 135 LS,50000.0,2015,Individual,1st owner,48000,64589.0,10,10,4800.0,400.0,Bajaj
957,Bajaj Pulsar 220 DTS-i,60000.0,2014,Individual,1st owner,16000,,11,4,1454.545,121.212,Bajaj
958,Hero Honda CBZ extreme,40000.0,2009,Individual,1st owner,50000,,16,10,3125.0,260.417,Hero Honda
959,Hero Honda CBZ extreme,35000.0,2012,Individual,1st owner,60000,,13,12,4615.385,384.615,Hero Honda
960,Royal Enfield Thunder 500,175000.0,2018,Individual,1st owner,3000,190000.0,7,1,428.571,35.714,Royal Enfield
961,UM Renegade Mojave,170000.0,2019,Individual,1st owner,1400,182000.0,6,1,233.333,19.444,UM
962,KTM RC200,165000.0,2019,Individual,1st owner,4000,178000.0,6,1,666.667,55.556,KTM
963,Bajaj Dominar 400,145000.0,2019,Individual,1st owner,1200,160000.0,6,1,200.0,16.667,Bajaj
964,Royal Enfield Classic 350,135000.0,2019,Individual,1st owner,4100,147000.0,6,1,683.333,56.944,Royal Enfield
965,KTM RC390,135000.0,2017,Individual,1st owner,21700,237000.0,8,5,2712.5,226.042,KTM
966,Hyosung GT250R,135000.0,2016,Individual,2nd owner,16500,345000.0,9,4,1833.333,152.778,Hyosung
967,Royal Enfield Thunder 350,125000.0,2015,Individual,1st owner,15000,150000.0,10,3,1500.0,125.0,Royal Enfield
968,Royal Enfield Thunder 350,120000.0,2018,Individual,1st owner,18000,150000.0,7,4,2571.429,214.286,Royal Enfield
969,Royal Enfield Classic 350,120000.0,2019,Individual,1st owner,11000,147000.0,6,3,1833.333,152.778,Royal Enfield
970,KTM RC200,120000.0,2018,Individual,1st owner,6000,178000.0,7,2,857.143,71.429,KTM
971,Royal Enfield Thunder 350,115000.0,2018,Individual,1st owner,8700,150000.0,7,2,1242.857,103.571,Royal Enfield
972,KTM 390 Duke ,115000.0,2016,Individual,1st owner,7000,240000.0,9,2,777.778,64.815,KTM
973,Mahindra Mojo XT300,115000.0,2018,Individual,1st owner,35000,140000.0,7,7,5000.0,416.667,Mahindra
974,Royal Enfield Classic 350,115000.0,2017,Individual,1st owner,17000,147000.0,8,4,2125.0,177.083,Royal Enfield
975,Royal Enfield Classic 350,111000.0,2017,Individual,1st owner,17500,147000.0,8,4,2187.5,182.292,Royal Enfield
976,Royal Enfield Classic 350,110000.0,2015,Individual,1st owner,33000,147000.0,10,7,3300.0,275.0,Royal Enfield
977,Royal Enfield Thunder 500,110000.0,2017,Individual,1st owner,14000,190000.0,8,3,1750.0,145.833,Royal Enfield
978,Royal Enfield Classic 350,110000.0,2017,Individual,1st owner,26000,147000.0,8,6,3250.0,270.833,Royal Enfield
979,Royal Enfield Thunder 500,105000.0,2015,Individual,1st owner,5400,190000.0,10,2,540.0,45.0,Royal Enfield
980,Bajaj Pulsar RS200,105000.0,2018,Individual,1st owner,5700,126000.0,7,2,814.286,67.857,Bajaj
981,Royal Enfield Thunder 350,105000.0,2013,Individual,1st owner,6900,150000.0,12,2,575.0,47.917,Royal Enfield
982,Royal Enfield Bullet 350,105000.0,2018,Individual,1st owner,6000,117000.0,7,2,857.143,71.429,Royal Enfield
983,Royal Enfield Classic 350,100000.0,2015,Individual,1st owner,46500,147000.0,10,10,4650.0,387.5,Royal Enfield
984,Royal Enfield Classic 500,95000.0,2014,Individual,1st owner,11500,175000.0,11,3,1045.455,87.121,Royal Enfield
985,Royal Enfield Classic 500,90000.0,2011,Individual,1st owner,40000,175000.0,14,8,2857.143,238.095,Royal Enfield
986,Bajaj Avenger 220,90000.0,2019,Individual,1st owner,1300,95000.0,6,1,216.667,18.056,Bajaj
987,Bajaj Avenger 150,75000.0,2018,Individual,1st owner,7000,80000.0,7,2,1000.0,83.333,Bajaj
988,Honda CB Hornet 160R,80000.0,2019,Individual,1st owner,3000,87000.0,6,1,500.0,41.667,Honda
989,Yamaha FZ S V 2.0,78000.0,2019,Individual,1st owner,5000,84000.0,6,1,833.333,69.444,Yamaha
990,Honda CB Hornet 160R,75000.0,2019,Individual,1st owner,11000,87000.0,6,3,1833.333,152.778,Honda
991,Yamaha FZ 16,75000.0,2017,Individual,1st owner,18000,82000.0,8,4,2250.0,187.5,Yamaha
